0x0004b460 設定を変更することができます。
次も戦ってみぃ！
もっと強くなれるぞぃ！
0x0078221c 土門は
「突進」（%B%P6Ｒ＋→＋Ｂ%S%P7）が
使えるようになった！
0x0078225d ウッス！　土門。勝つには
勝ったが、あぶなっかしい
戦いじゃのぉ…。
0x007822a2 次に水鏡と勝負する時は
もっと体力を温存して
勝利してみぃ！
0x007822df お主のとりえは
体力だけなんじゃからの！
では、さらばじゃ！
0x0078231c よっしゃ！
次は、小金井だっ！
0x0078233b 奴の鋼金暗器なんざ、
オレの嘴王に
かなうわけねぇぜ！！
0x00782374 あれっ、土門兄ちゃん！？
どうしたの？
0x0078239b お前の鋼金暗器とオレの
嘴王とどっちが強いか
試しにきたぜ！
0x007823d8 オレが勝つけどなあ
フッフッフ！！
0x007823fb やるだけ、無駄だと
思うけど…
0x0078241a なんだと、さあ来やがれ！
0x00782433 しょうがないなあ。
0x00782446 だから、いったじゃんかぁ。
嘴王じゃ、無理だよ！
0x00782477 ぬぉおおお！
そんな魔導具、反則じゃあ！
0x007824a0 やっぱ嘴王の方が
強かったな！
じゃあ、またな！
0x007824d1 えええ〜〜っ！！
0x007824e2 土門よ！　なかなかどうして
うまく戦うではないか。
正直びっくりしたぞい！
0x0078252d たくみに動けるように
なれば、戦いも多彩になる！
頑張るのじゃぞ！
0x00782570 土門は
「ボディプレス」（%B%P6Ｒ＋↓＋Ｂ%S%P7）が
使えるようになった！
0x007825b9 勝利はしたが
イマイチ
ぱっとせんのォ！
0x007825e2 次に小金井と勝負する時は
体力を残して、さらに
必殺技を決めてみよ！
0x00782627 せっかくの魔導具が
泣いておるぞ！
0x0078264a むぅぅぅぅぅ、
風子サマ
どうしてるかなあ。
0x00782677 ＳＯＤＯＭに行ったら
帰って来れねぇかも
しれんしなあ。
0x007826b0 ふふふ…
告白するのは今しかない！
0x007826d3 よっしゃ！　風子サマー！
今いきますーっ！
0x007826fe おーい、風子…
0x0078270d 先手必勝！
とりゃあーっ！！
0x0078272a うわっ、なんだ！？
ちょっと待て待て！
風子サマー！？
0x00782761 なあーんだ。すごい形相で
向かって来るから、
森の手先かと思ったら…
0x007827a6 土門じゃないの！
何やってんの！？
0x007827c9 ヒドいじゃないのぉ…
風子サマ〜！
0x007827ec まあ、そう怒るなって。
で、何しにきたの？
0x00782817 ・・・・・・・ガックシ。
0x00782830 あっはっはっは！
よっしゃあ！　風子サマ、
実は話が…
0x00782867 土門に負けるなんて
鍛え方が足りないわ！！
じゃあまたね！
0x007828a2 ああっ！　風子サマ〜！%W1
%T7・・・・・・%/
%T1ガックシ。%w5（告白失敗）
0x007828ed オッス！　土門！
調子が良いようじゃな！
0x00782916 お主のパワーを
もっと有効に使えば
更に強くなれるぞ！
0x0078294d 頑張って技を
使いこなすのじゃ！
0x0078296e 土門は
「地雷震」（%B%P6Ｒ＋←＋Ｂ%S%P7）が
使えるようになった！
0x007829b1 まあまあの
戦いっぷりじゃったな。
しかし、まだまだじゃ！
0x007829ec 次に風子と勝負する時は
お主の必殺技の「突進」を
もっと使って戦ってみぃ！
0x00782a37 お主のパワーを
もっと見せつけるのじゃ！
0x00782a60 まあまあの
戦いっぷりじゃったな。
しかし、まだまだじゃ！
0x00782a9b お主にはまだ、
身につけられる技が
たくさんある！
0x00782ace 今まで戦った奴らと
何度でも勝負して
力をつけよ！
0x00782b01 オレの実力も
まんざらじゃねえなあ。
0x00782b26 やっぱ
締めはあいつしかいねぇな！
0x00782b49 これで勝てば火影のリーダー
の座を頂いちゃったりして…
クックックッ！
0x00782b90 さあ、いくぜー！
0x00782ba1 おい花菱！
いっちょ立ち会え！
オレの実力を教えたる！
0x00782bd8 おい固羅！
何、寝ぼけたこと言ってる！
0x00782bff いくぞ！　花菱！
0x00782c10 おいおい、
前より弱くなってねーか
フランスモアイ！
0x00782c45 くそぉ〜〜っ！
おかしいなぁ…
0x00782c64 どーだ！　見たか！
オレ様の力を！
0x00782c87 今日から火影最強を
名乗るか！
ガハハ！　じゃあまたな！
0x00782cc0 よっしゃ、集合場所に
向かうかぁ！
0x00783e11 'オレ様が一番に
ＣＤをＧＥＴしてやる！
いくぜ！
0x00783e43 しかし、
なんでオレ様だけ
一人なんだよ〜。
0x00783e70 おーい！　土門！
0x00783e81 ありゃ！
風子サマどうしたの？
0x00783ea0 土門が心配でさぁ。
あとを追いかけてきたのさ。
0x00783ecf そんな嬉しいこと言うなよ
風子。
（オレに惚れてんじゃ…）
0x00783f0a モタモタしてると
先行っちゃうよ！
（めでたい奴でゴザル…）
0x00783f47 待ってくれよ〜！！
0x00783f5a キャーッ！！
0x00783f67 どうした！？　風子！%/
あれ？　どこ？
どこへ行ったの、風子サマ！
0x00783faa ……
0x00783faf あれ？
どこか見たことあるなあ…
って、オレじゃん！？
0x00783fe6 ……
0x00783feb どういうことだ！？
0x00783ffe こういうことだ！
うおーっ！！
0x0078401d やれやれ、土門殿。
意外とたいしたこと
無いでゴザルな。
0x00784056 やっぱり火影の足手まといで
ゴザったか…。
0x00784081 うおおおお！！
てめぇー！！
0x0078409e 手こずらせやがって！
オレ様に勝とうなんざ
１００年早いわ！
0x007840db 固羅てめー、一体誰だ！？
0x007840f4 土門……。
0x007840ff って、あらら風子じゃん？？
どこ行ってたんだ？
0x0078412e 助けてくれたの？
あ・り・が・と♪
0x00784151 おーい土門！
0x0078415e ん？　えええーっ！？
何ぃ？
風子サマが二人ィ！？
0x00784191 何やってんの、土門。
0x007841a6 早くいこうよ、土門。
0x007841bb オイオイ、どっちが本物だ？
%T0　右だ！
　左だ！
0x007841ed 右が本物だ！
…ってことは、
左のお前は誰だ！！
0x0078421e 正体を見せろ、
でないとまた殴るぞ！
0x00784243 バカ！
0x0078424a 偽者はアッチ！
0x00784259 あんた誰？
正体見せないと
やっちまうよ！
0x00784284 ストップ！　ストップ！
拙者でゴザルよ！
驚かして悪かったでゴザル。
0x007842c9 お前、何やってんだココで？
0x007842e4 森光蘭を倒しに行くのを
加勢に来たでゴザルよ。
0x00784313 この先からが本番でゴザル。
頑張って下され。
0x00784340 おう！　じゃあまたな。
0x00784357 はてさて。
目の前に道が二つだが、
どっちに行くんだ、風子？
0x00784394 土門は、どっちに行くの？
0x007843ad %T0バイオノイドドームへ向かう
パルテノンへ向かう
0x007843df オレは
バイオノイドドームに
行くぜ！
0x00784406 何いってんの、土門！
私がバイオノイドドームに
行くわ！
0x0078443f だから土門はパルテノンね！
0x0078445a オレは
パルテノンに行くぜ！
0x00784477 何いってんの、土門！
私がパルテノンに行くわ！
0x007844a6 だから土門は
バイオノイドドームね！
0x007844cb じゃぁ先に行くわ！
お互い頑張ろうね！
0x007844f2 風子サマー！
0x007844ff また一人になっちまったな。
まあ、しかたねえ。
建物の中に入るか。
0x00784542 ん？
0x00784547 ようこそ、ＳＯＤＯＭへ。
0x00784560 あんた誰？
0x0078456b 私は「死四天」の蛭湖。
期待以上のものをお見せ
するよ。
0x007845a4 あんた、礼儀正しいな。
0x007845bb そんなことはないさ。
神聖な戦いにおいて、相手に
敬意を表するのは当然だ。
0x00784606 私の能力は己の血を武器と
する！
こんな風にね……
0x00784639 私は戦いのエリートだ。
恥じることはない。
0x00784664 君と戦えたことに感謝する。
0x0078467f うっ。
%T6だんだん意識が遠のいていく%/
%T9ここで終わりか…
0x007846bc 行け。私の完敗だ。
0x007846cf 輸血しな。吸血鬼。
早くしねーとやべぇだろ
馬鹿野郎。
0x00784706 少女を助けるために戦う。
それは君の意思か？
0x00784733 ああ。
ダチだからな。
0x0078474a 待て。
これを持っていくがいい。
ＣＤだ…。
0x00784777 あんがとよ。
じゃあな。
0x00784790 やれやれ一人かぁ
先に進むしかねぇなあ。
0x007847b9 ん？　なんだこの感じ。
吐き気を感じるほど
強ぇプレッシャーが…！
0x007847fc くんくん
0x00784805 鈍いオレでも
ズキズキ感じるぜ！
すげぇ殺気だ！
0x00784836 エモノのニオイする！%/
近くにいる%/
出てこい%/　エモノ！
0x00784871 やべぇ！！
みつかっちまったか！
0x00784892 オマエ%/　エモノ%/　狩る！
0x007848ad オレはエモノじゃねぇ！
石島土門ってんだ！
いくぜ！！
0x007848e4 お前%/　弱い%/
とどめ%/　刺す！！
0x00784907 ぐああああ！
0x00784914 ふーっ。
さすがのオレも
やばかったぜ。
0x0078493d 一時は、どうなることかと
思ったぜ。
ん？　別の敵か？
0x00784974 土門さんじゃないですか！
0x0078498d おーっ！　最澄じゃねえか！
お前達も来てんのか。
0x007849be ええ。
蛾紗喰さんや月白さんも
います。
0x007849e7 おう！
0x007849ee 久しぶりですね。
0x007849ff 嬉しいじゃねぇか。
0x00784a12 土門さん。
怪我はありませんか。
0x00784a33 森光蘭とは、これが最後の
戦いとなるはず。
我々も加勢にきました。
0x00784a76 うーっ！　うーっ！
0x00784a89 うわ！　まだやる気かあ！？
0x00784aa4 後は私達に任せて
先に行って下さい。
0x00784ac9 大丈夫か？
0x00784ad4 オレ達に任せていけ！
0x00784ae9 お、おう！
じゃ、あとは頼んだぜ！
0x00784b0c 何のつもり？%/
オレと戦う気？
0x00784b2b なんかやばそうだね
0x00784b3e 某が知る限り、裏麗最強で
ゴザル。
0x00784b61 最澄！　気合入れていくぞ！
0x00784b7c 僕に力を下さい。%/
…六%/　歌%/　仙%/　！
0x00784ba7 まかせてきたが
みんな大丈夫か？
0x00784bc8 いや、あいつらなら
きっと倒すはず。
とにかく、先へ行こう。
0x00784c05 またもや
ふたてに分かれるか。
困ったねぇ。
0x00784c32 %T0研究所へ向かう
貯水池へ向かう
0x00784c54 よっしゃー！
研究所へ行くかな。
0x00784c75 よっしゃー！
貯水池へ行くかな。
0x00784c96 ここが研究所か。
行くぜ！
0x00784cb1 おろ？
かわいい姉ちゃんが
いるじゃねーか。
0x00784cde 裏麗死四天のキリトと
申します。
0x00784cff ここに近づく者を
倒すように
命じられています。
0x00784d30 （おおっ、こんな
　かわい子ちゃんがなぁ）
0x00784d5b （しかし、火車丸に
　だまされたあとだしなぁ）
0x00784d8a あなたは
火影の土門さんですね。
はじめまして。
0x00784dbb はい、そーです！　へへっ
（うおーっといけねえ。）
0x00784dee では、倒します。
0x00784dff おいおい。あんたみたいな
かわい子ちゃん、
殴れねえぜ。
0x00784e38 ご安心下さい。
あなたと戦うのは、
この死愚魔ですから。
0x00784e71 ギョエーッ！！
0x00784e80 うげーっ！？
0x00784e8d さあ、死愚魔。
早く終わらせましょう！
0x00784eb4 出力少し下げろって
命令したでしょ。
0x00784ed9 管理局の人に
怒られたじゃない！
死愚魔！
0x00784f04 ギョェーッ！！
0x00784f13 くっ！　うごけねぇ！%/
オレは、こんなところで
おわっちまうのか……
0x00784f58 ただのバケモノじゃねーか。
まいったなぁ
0x00784f81 ああっ！　死愚魔がぁ…
0x00784f98 わりィな。オレはまだ先に
行かなきゃなんねぇんだ。
じゃあな。
0x00784fd7 次はここか。
行くぜ！
0x00784fee 来た来た。
クソネズミが！
ギャハハ！
0x00785015 どっかで聞いたことある
声だと思えば…
木蓮じゃねーか。
0x0078504e 貴様、まだ生きていたのか？
固羅！
0x00785071 お前達を倒すまでは、
やられるわけには
いかねぇんだよ！
0x007850aa その減らず口を
二度ときけなくしてやらあ！
0x007850d5 ギャハハ！
クソネズミ一匹始末したぜ！
0x007850fc こんなスッキリしたのは
久しぶりだーっ！
ギャハハハ！！
0x00785135 くそーっ！
オレは土門一人すら
やれねぇのか！
0x00785164 てめえなんか
一生そこで埋まってな！
あばよ！
0x00785193 ぐぅぅ…
0x0078519c なんじゃこの
ゴージャスなところは…？
0x007851c3 あーっ！　来た来た！
やっと来たね、火影の人！
あなたの名前は…
0x00785204 オレは石島土門だ！
よっく覚えとけよ！
0x0078522b そんなこと
どうでもいいのっ！
0x0078524a それにあなたは
ここで終わりなんだから！
キャハ！
0x0078527d だからパパには会えないの！
0x00785298 本当にそうか、
確かめようぜ！
0x007852b7 やだ！
動かなくなっちゃったーっ！
この人弱すぎィ……。
0x007852f0 ううっ……
0x007852fb もう
これで終わりにしようや！
0x0078531a キャア…！！
痛いよう…痛いよう…！
パパぁ……。
0x0078534d ここまで強くなるとは
このワシにも想像
できんかったワイ！
0x00785388 攻めも守りも
たいしたものじゃ！
この調子で進めよ、土門！！
0x007853c5 土門は
「鉄丸」（%B%P6Ｒ＋↑＋Ａ%S%P7）が
使えるようになった！
0x00785406 イヨーォ！　土門
頑張っておるようじゃの。
最後にお主に言っておくぞ！
0x0078544d まず、会得できる必殺技は
全て身につけて
おくべきじゃ！
0x00785486 しかし！　煉華相手には
あえて、その全ての必殺技を
使わずに勝利してみよ！
0x007854d1 そうすれば、お主の力が
もっと発揮できるように
なるはずじゃ！
0x00785d68 おうおう。
ついにボスのおでましかい？
0x00785d8f ダチを
帰してもらいに来たぜ！
0x00785dae 誰だ？
私の邪魔をする奴は。
0x00785dcb とっとと起きやがれ！
柳を返してもらうぜ！
0x00785df6 小ざかしいゴミがぁ。
娘はとっくに喰らったわ！
0x00785e25 そして私は最強の力を得た…
もう、怖いものなどない！！
0x00785e5c なっ！？
なんだとてめぇ！！
0x00785e79 土門くん落ち着いて！
柳ちゃんは、まだ
生きている！
0x00785eae 森光蘭に捕らわれ、
回復力を奪われてる
だけよ！
0x00785edf 今、森光蘭を倒せば
まだ助けだせるわ！！
0x00785f08 わかったぜ！　陽炎ママ！
花菱ィ！
柳を頼むぜ！
0x00785f39 よっしゃ！
まかせとけ！！
0x00785f54 なかなかやるではないか。
さすが、火影と
いったところか。
0x00785f8f だが所詮は下等生物。
もはや
私の相手ではない！！
0x00785fc2 フハハハハ！！
お前を私の身体の
一部にしてやろう。
0x00785ff7 そして私はより、最強に
近づくのだ！！
0x0078601e ガハハハ！
世界をわが手中に収めるのも
時間の問題だ！！
0x00786057 ハハハハハハ！！
0x00786068 ウォォォ！！
私はまだ、やられるわけには
いかんのだ！！
0x007860a1 ギャアアア！！　痛い！！
ハァ！　ハァ！　ハァ！
0x007860d2 煉華！　煉華は何処だ！？
私を助けるのだ、煉華！！
0x00786105 お前を助ける奴は
もういねえよ。
みんな、コイツをどうする？
0x00786142 過去の悪夢からの呪縛を
解き放つ時じゃ！
とどめをさせ！　烈火！！
0x00786185 森光蘭を
倒すのじゃ！！
0x0078619e くそおおおおぉっ！！
またしても、
私はやられるのか！？
0x007861d7 いや…！
治癒の娘が生きてる限り…！
何度でもやり直しはきく！！
0x00786218 お前らを倒せないのは
残念だが…。ここは再び
時を待つとしよう……！！
0x0078625f ふはははははは！！
0x00786272 まっ！？
待ちやがれーっ！！
森光蘭！！
0x0078629b 逃がしませんよ…、
森光蘭……。
0x007862bc 紅麗！？
0x007862c5 何！？　貴様…！！
ちっ…！！
なんということだ…！
0x007862fa 烈火…！
だから貴様は甘いのだ…。
0x0078631d 何をモタついている。
火影も、しょせん、
ゴミの集まりか！？
0x0078635a 森光蘭の次は、
貴様らだ！
命は無いぞ！！
0x00786385 なんだと！？
0x00786392 さあ、森光蘭…。
倒してさしあげましょう…！
0x007863bf うっ。%/うっ。%/紅麗%/
助けてくれ！！%/
また、一緒に！！
0x007863fa うぎゃああああああ！！
0x00786411 火影…！！
次はお前たちだ。
無能どもを潰してやる…！！
0x0078644a ここはオレが出る！
みんな柳を連れて逃げろ！
0x00786477 いや、ここはオレが…！
0x0078648e 土門くんの言うことを
ききなさい！
烈火！
0x007864b9 おお！
じゃぁ任せたぜ、土門！
0x007864d8 あとで会おうぜ！
0x007864e9 さぁて、まいったな。
みんなのところに
帰れそうにねえなぁ！
0x00786526 素直に敬意を表しておこう。
0x00786541 君は強くなった。
館で初めて見たころとは
別人のようだね。
0x0078657c どこからでもかかって
くるがいい！
0x0078659f オレ、生きてるのか！？
もしかして勝ったのか！！
0x007865d0 お！　やべえ！
逃げねぇと
0x007865eb ん、紅麗は？？　いない……
しかたねぇ、脱出するぜ！
0x00786620 クッ。所詮は無能どもの
集まりだったか。
次は烈火！　お前だ！！
0x00786661 よっしゃ！　いくぜ！
0x00786676 裂神！　頼むぜっ！！
行けぇーっ！！
0x0078669b うぎゃあああぁぁぁ！！
0x007866b2 烈火！　柳ちゃんを！！
0x007866c9 判ってる！！
姫！！
0x007866de 崩れ始めてるっ！！
早く、逃げないと
危険だよ！！
0x00786711 よし！
姫は無事だ！！
外へ脱出するぞっ！！
0x0078673e 姫！　大丈夫か！？
0x00786751 ………。
0x0078675a 姫…！　姫ェッ！！
0x0078676d 烈火…くん…！！
0x0078677e おーっ！
よかったな、柳！
無事で何よりだ！！
0x007867ad 紅麗はどうした！？
0x007867c0 ケリをつけた後
あたりを見回したんだが、
姿を消しちまいやがった…。
0x00786805 そうか…。
0x00786810 あいつのことだから
きっとしぶとく
生きてるだろうな…！
0x00786849 土門くん、頑張ったわね。
0x00786862 あなたがいなければ、
森光蘭は
倒せなかったわ。
0x00786893 へへっ、そうか！？
そうだろ、そうだろ！
ふはははは！
0x007868ca やるじゃん！
土門兄ちゃん！
カッコよかったぜ！
0x007868fb 腐乱犬も
やる時はやるってことだな。
0x00786920 オイオイ、みーちゃん！
こんな時ぐらい誉めて
くれてもいーんじゃねえか？
0x00786969 土門くん。
ありがとう…！！
0x00786986 へへへ！
照れるじゃねーか！！
0x007869a5 土門！
本当にありがとよ！
0x007869c0 なあに！
言えばいつでも
力になってやるぜ！！
0x007869ef 土門！
カッコよかったぜ！
0x00786a0a 風子サマ〜♪
オレ、頑張ったぜ！！
0x00786a2d ああ。知ってるよ、土門。
0x00786a46 じゃあ、ご褒美に
風子サマのキッスを…！！
0x00786a71 ドカッ！！　バキッ！！
0x00786a88 調子に乗ってんじゃないよ！
0x00786aa3 さあ、みんな！
帰ろうぜ！！
0x00786ac0 風子サマ〜…ッ！！
みんな、
待ってくれよォ！！
0x00787298 三日間か…。
柳、ごめん。
私の力不足のせいで…
0x007872c9 私はもっと強く
ならなきゃいけないわ。
…鍛えなおさなきゃ！
0x00787306 誰か手合わせしてくれると
手っ取り早いんだけど…。
0x00787339 あっ！
あんなところにカオリンが！
よーし！　勝負ッ！
0x00787370 たぁーっ！！
0x0078737d うわっ！　何！？　何！？
0x00787396 あれっ、おかしいなあ…。
まだ努力が足りないか。
もっと鍛えないと！
0x007873db どーだ！
風子ちゃんの力！！
0x007873f8 カオリンも
頑張らないとダメだぞ！
じゃあね！
0x00787427 風子姉ちゃん…？？
な…、
なんだったんだ…？
0x00787456 元気そうじゃの！　風子！
センスがなかなか
良いようじゃ！
0x00787491 魔導具を使いこなして
もっと力を
つけるのじゃぞ！
0x007874c4 風子は
「疾」（%B%P6Ｒ＋→＋Ｂ%S%P7）が
使えるようになった！
0x00787503 みごとな勝利じゃったな。
風子よ。
0x00787526 じゃが、少し時間が
かかりすぎではないか？
0x00787551 次に小金井と勝負する時は
もっと素早く
倒すようにしてみよ！
0x0078758e よしよし。
次は…みーちゃんと
手合わせしてみるかな！
0x007875c5 あ！　みーちゃん発見！
こっちに気付いてないな！
今がチャーンス！！
0x0078760a とおりゃーっ！！
0x0078761b むっ！？
0x00787624 あーれぇ…。
やっぱ、みーちゃん
強いなあ…。
0x00787653 風子！！
いきなり、
襲ってくるな！！
0x0078767a ええーっ……。
いいじゃん。別にー。
0x0078769f 元気づけてあげようと
思ったのに…。
0x007876c4 心配いらない。
僕は大丈夫だ。
0x007876e3 …ん。わかった。
じゃ、またね！
みーちゃん！
0x00787712 なーにィ、みーちゃん…。
気合入れて上げようと
思ったのに……
0x00787751 いきなりじゃ、
誰でも完璧には
対応できないよ。
0x00787782 負けたくせに〜〜！
でも、みーちゃん。
スキだらけじゃん…。
0x007877bf そのぶんだと、まだ
覚悟できて
ないんじゃないの？
0x007877f2 くっ……。
0x007877fd ウィーッス！　風子！
調子が良さそうじゃな。
0x0078782a 魔導具の使い方も
こなれてきておる。
0x0078784f これなら、ふたつ使っても
問題なさそうじゃ。
頑張って、精進せい！
0x00787892 風子は
「神慮伸刀」（%B%P6Ｒ＋↓＋Ｂ%S%P7）が
使えるようになった！
0x007878d7 ウッス！　風子よ！
調子が良さそうじゃな！
0x00787902 次に水鏡と勝負する時は
お主らしく、素早く！
0x0078792f そして、
華麗なる必殺技で
戦うようにしてみよ！
0x00787960 次は、と……。
0x0078796f うわっ！　何！？
何か来る…！！
0x00787990 きっと森の手先に
違いないわ！
返り討ちにしてやるっ！！
0x007879c9 先手必勝！
とりゃあーっ！！
0x007879e6 うわっ、なんだ！？
ちょっと待て待て！
風子サマー！？
0x00787a1d くそっ！
まさか、こんなバカに
負けるなんてえ〜！
0x00787a50 えっ？　なにか言いました？
風子サマ。
実は、話が……。
0x00787a89 鍛え方が足りないわ！！
じゃあね！　土門！
0x00787ab4 そんなぁー……
0x00787ac3 なあーんだ。すごい形相で
向かって来るから、
森の手先かと思ったら…
0x00787b08 土門じゃないの！
何やってんの！？
0x00787b2b ヒドいじゃないのぉ…
風子サマ〜！
0x00787b4e まあ、そう怒るなって。
で、何しにきたの？
0x00787b79 ・・・・・・・ガックシ。
0x00787b92 頑張っとるのォ！　風子！
力がだいぶ
ついてきたようじゃ！
0x00787bcd お主のパワーを
もっと魔導具に吹き込んで
戦ってみるがよい！！
0x00787c0c 風子は
「竜巻」（%B%P6Ｒ＋←＋Ｂ%S%P7）が
使えるようになった！
0x00787c4d あっぱれじゃ。風子。
じゃが、一言
言わせてもらうぞ。
0x00787c84 せっかく必殺技を
覚えたのなら、実戦で全部
使いこなしてみよ！
0x00787cc3 魔導具も使いこなせなければ
意味が無いからの。
ホッホッホ。
0x00787d00 次に土門と勝負する時は
今、ワシが言った事を
思い出すのじゃぞ！
0x00787d41 あっぱれじゃ。風子。
じゃが、一言
言わせてもらうぞ。
0x00787d78 お主は、まだ
身につけられる技が
たくさんある。
0x00787da9 今までに勝負した奴らと
何度でも戦って力を
つけるのじゃ！　よいな！
0x00787dee やっぱり烈火と
手合わせしないと
収まらないわね…。
0x00787e23 柳のことで
落ち込んでたり
してないといいんだけど。
0x00787e58 はーい！　烈火！
どう元気ぃ？
0x00787e77 おう！　風子じゃねぇか！
どうした！？
0x00787e9e 一発！　気合入れて
やろーかと思ってね！
いざ、尋常に！　勝負！
0x00787edf 望むところだ！
いくぜ！　風子！
0x00787f00 本気出してんのか？　風子。
そんなんじゃ、
誰一人倒せねぇぞ！
0x00787f3f やっぱり、烈火…。
思ってたより、
落ち込んでるみたいねー。
0x00787f7c うっせーっ！
オレだって……。
0x00787f9b そんなんじゃ、
柳を助けらんないわよ！
0x00787fc2 私も死ぬほど頑張るからさ！
だから烈火！
0x00787feb …おう！
ありがとよ！　風子！
0x0078800a さってと。
それじゃぁ、集合場所に
向かいますかね！！
0x00788fc7 '['うっし！
ＣＤを早く手に入れて
柳を助けないとね！
0x00788ffd 待ちな！
0x00789006 あり？
私が２人…？
0x0078901b なーんて言ってる
場合じゃないか。
アンタ誰よ？
0x0078904c この先に行きたかったら
私を倒していきな！
0x00789077 へへーん！　上等！
0x0078908a 何処の誰だか知らないけど、
その化けの皮、
ひっぺがしてやる！！
0x007890cb どうしたでゴザル、風子殿。
この程度の力しか持たぬ
おなごでござったか？
0x00789114 某に負けるようでは
ここから先に行っても
駄目だと思うでゴザルよ…。
0x00789159 んんんっ…！！
0x00789168 イエーイ！
風子ちゃん強ーい！！
本物はこうでなくっちゃ！
0x007891a3 あいたたた…
かなわんでゴザル…
0x007891c4 さすが、
風子殿でゴザルな。
0x007891e1 アンタ火車丸じゃないの。
こんな所で何やってんのよ。
0x00789216 風子殿たちの
応援に来たでゴザルよ。
0x0078923b じゃ、なんで、
私に化けたりしてんのよ！？
固羅！
0x0078926e ちょっとした挨拶でゴザル。
許して下され。
0x00789299 ここから先は本当の敵が
たくさん居るでゴザル。
気をつけて進んで下され。
0x007892e2 うん！　ありがと！
じゃあね！
0x00789301 んー、分かれ道だ。
どっちへ行こう？
0x00789326 %T0バイオノイドドームへ向かう
パルテノンへ向かう
0x00789358 んじゃ！
こっちへ行ってみますか！
0x0078937b なんだろ？
血の臭いがする…。
0x0078939a ようこそ、ＳＯＤＯＭへ。
0x007893b3 はじめまして。
私の名は蛭湖。
「死四天」のメンバーだ。
0x007893ec 礼儀正しいね、アンタ。
私は美少女戦闘野郎
風子ちゃんだ！
0x00789427 そうか。
君が、風神を使うという
火影の者だな。
0x00789458 知ってるンなら話は早いね。
私は先へ行きたいんだ。
邪魔しないでくれる？
0x007894a1 断る。
君をここから先へ
通すわけにはいかない。
0x007894d2 そんじゃあ、力ずくだ！
手加減しないよ！！
0x007894fd 手加減など無用！
いくぞ！　火影の者！！
0x00789526 さすが風神の使い手だ。
だが…
我々の敵ではない。
0x00789559 こいつ…っ！
強いっ…！！　…ぐっ！
0x0078957e 行け、火影の者…。
私の完敗だ。
0x0078959f ふむ。なかなかいい腕だけど
この風子ちゃんの敵じゃ
なかったね。
0x007895e0 風子サマーッ！！
0x007895f1 うわっ！
なんだよ！？　いきなり！！
0x00789616 風子サマが心配で
探しちゃいました！！
0x0078963d …って、なんでぇ。
もう、終わったのか。
0x00789666 遊んでるヒマはないの！
次、行くよ！　土門！
0x00789693 アイ！　風子サマ！
0x007896a6 なーんか
やなところに
来ちゃったねぇ…。
0x007896d1 ……？
なに？　この気配…！？
0x007896f0 フーッ！！　お前！
誰！？
火影の　者…？
0x0078971b 何、コイツ…！？
今までの奴より、
手ごたえありそう…！！
0x00789756 ヒャヒャヒャヒャ！！
火影！　やっと　見つけた！
お前　楽しめそう！！
0x0078979d やっばー……
こういうの、苦手だわ……。
0x007897c6 倒す！　火影！
ゆっくり　倒す！　楽しむ！
ヒャヒャヒャヒャッ！！
0x00789809 だめじゃん……。
話も通じそうにないわね。
やるっきゃないか……！
0x0078984c ヒャッヒャッヒャ！！
0x00789861 ヒャヒャヒャヒャ！
久しぶり！　楽しい！！
火影！　倒した！　倒した！
0x007898a8 なんな…ん…
強い…よ…こいつッ…
0x007898cb ふう…
なんとかなったね！
0x007898e6 風子サマーッ！！
0x007898f7 うわっ！
なんだよ！　いきなり！！
0x0078991a 風子サマが心配で
探しちゃいました！！
0x00789941 …って、なんでぇ。
もう、終わったのか。
0x0078996a 遊んでるヒマはないの！
次、行くよ！　土門！
0x00789997 アイ！　風子サマ！
0x007899aa おっとっと！
これを忘れちゃいけない！！
ＣＤ、もらってくよ！！
0x007899eb オォオォオォ…！！！
オレ　負ける　ない！！
グハッ……
0x00789a24 また、分かれ道だな。
どうする？
0x00789a45 時間が無いから、
別々に行くしかないね。
どっちへいこうかな。
0x00789a84 研究所へ向かう
貯水池へ向かう
0x00789aa3 よし！　私は研究所へ行く！
土門は貯水池！
ゲート前で合流！　以上！
0x00789ae8 ウッス！
了解ッス、風子サマ！
0x00789b07 よし！　私は貯水池へ行く！
土門は研究所！
ゲート前で合流！　以上！
0x00789b4c ウッス！
了解ッス、風子サマ！
0x00789b6b ……って。
一緒じゃダメなの？
0x00789b8a こっちかな…
って…！
なにアレぇぇーッ！？
0x00789bb7 グギャーッ！！
0x00789bc6 ようこそ、風子さん。
死愚魔を見たのは
初めてだったかしら？
0x00789c03 あ、アンタ……
ってゆーか、
なんなの、あのでかいの…。
0x00789c3c グギャギャギャーッ！！！
0x00789c55 うわーっ！！
いきなりナンか
撃ってくるなあぁ！！！
0x00789c8a ドドドドドドド…！！！
ドドドド……
0x00789caf 大丈夫ですか？
風子さん。
0x00789cca あてててて…。
え！？　だ、誰？？
0x00789ced 助けにまいりました。
王子様です。
0x00789d10 雷覇くん！？
0x00789d1d あなたは……！
麗の……
0x00789d36 まぁ…いいです。
邪魔をするなら
あなたも一緒に倒しますよ。
0x00789d73 聞いて下さい、風子さん。
あの生き物は強敵です。
それでも、戦いますか？
0x00789dbc 雷覇……くん……？
0x00789dcf 私の助けが要りますか…？
風子さん…。
0x00789df6 ……！！
